"","svspp","NOAA_label","family","genus","species","taxonomic_rank","taxon","lme","fao","habitat","reference_habitat","feeding_mode","reference_feeding_mode","trophic_level","level_tl","reference_tl","body_shape","fin_shape","ar","level_ar","reference_ar","offspring_size","level_offspring_size","reference_offspring_size","spawning_type","reference_spawning_type","age_maturity","level_age_maturity","reference_age_maturity","fecundity","level_fecundity","reference_fecundity","l_inf","k","level_growth","reference_growth","max_obs_length","level_length_max","reference_length_max","age_max","level_age_max","reference_age_max","temperature","reference_temperature","w_inf","reference_w_inf","natural_mortality","reference_mortality","length_maturity","reference_length_maturity"
"378",176,"Tautogolabrus adspersus","Labridae","Tautogolabrus","Tautogolabrus adspersus","S","Tautogolabrus adspersus",8,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.72,"spe","FroesePauly2018","fusiform","truncate",0.99,"spe","FroesePauly2018",0.875145306886946,"fam","FishLife","non-guarder","inferred from family",1,"spe-ocean","FroesePauly2019",10538.3563050631,"fam-ocean","FishLife",30,0.2,"spe-FAO","FroesePauly2018",38,"spe","FroesePauly2018",6,"spe-FAO","FroesePauly2018",14.7161058599101,"FishLife",413.946463745812,413.946463745812,0.626918878535776,"FishLife",12.2592531643402,"FishLife"
"379",177,"Tautoga onitis","Labridae","Tautoga","Tautoga onitis","S","Tautoga onitis",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.32,"spe","FroesePauly2018","fusiform","rounded",1.69,"spe","FroesePauly2018",1.02,"spe","FroesePauly2018","non-guarder","inferred from family",2.97020658896719,"fam-FAO","FishLife",48130.4938648882,"fam-LME","FishLife",64,0.12,"spe-ocean","FroesePauly2018",76,"spe-LME","FroesePauly2018",34,"spe","FroesePauly2018",15.5375666030201,"FishLife",3357.48951923699,3357.48951923699,0.347505135553381,"FishLife",21.4138903116513,"FishLife"
"380",177,"Tautoga onitis","Labridae","Tautoga","Tautoga onitis","S","Tautoga onitis",7,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.32,"spe","FroesePauly2018","fusiform","rounded",1.69,"spe","FroesePauly2018",1.02,"spe","FroesePauly2018","non-guarder","inferred from family",2.97020658896719,"fam-ocean","FishLife",48130.4938648882,"fam-LME","FishLife",64,0.12,"spe-LME","FroesePauly2018",76,"spe-LME","FroesePauly2018",34,"spe","FroesePauly2018",15.5375666030201,"FishLife",3357.48951923699,3357.48951923699,0.347505135553381,"FishLife",21.4138903116513,"FishLife"
"381",179,"Astroscopus guttatus","Uranoscopidae","Astroscopus","Astroscopus guttatus","S","Astroscopus guttatus",6,31,"demersal","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.5,"spe","FroesePauly2018","fusiform","truncate",1.19,"fam","FroesePauly2018",1.37025637587685,"fam","FishLife","non-guarder","FroesePauly2018",2.16007565665196,"fam-ocean","FishLife",29614.7790139133,"fam","FishLife",37.352387073036,0.285714682520232,"fam-ocean","FishLife",59,"spe","FroesePauly2018",5,"fam","Rizkalla2009",15.3423089723384,"FishLife",608.962636230781,608.962636230781,0.508439562371309,"FishLife",19.4153631667122,"FishLife"
"382",179,"Astroscopus guttatus","Uranoscopidae","Astroscopus","Astroscopus guttatus","S","Astroscopus guttatus",7,21,"demersal","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.5,"spe","FroesePauly2018","fusiform","truncate",1.19,"fam","FroesePauly2018",1.37025637587685,"fam","FishLife","non-guarder","FroesePauly2018",2.16007565665196,"fam-ocean","FishLife",29614.7790139133,"fam","FishLife",37.352387073036,0.285714682520232,"fam-ocean","FishLife",59,"spe","FroesePauly2018",5,"fam","Rizkalla2009",15.3423089723384,"FishLife",608.962636230781,608.962636230781,0.508439562371309,"FishLife",19.4153631667122,"FishLife"
"383",180,"Pholis gunnellus","Pholidae","Pholis","Pholis gunnellus","S","Pholis gunnellus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.54,"spe","FroesePauly2018","eel-like","rounded",NA,"","",1.94,"spe","FroesePauly2018","guarder","FroesePauly2018",2,"spe","FroesePauly2019",100,"spe","Pecuchet2017",22,0.23,"spe-FAO","FroesePauly2018",25,"spe","FroesePauly2018",12,"spe-ocean","FroesePauly2018",11.3867746235038,"FishLife",104.656865542337,104.656865542337,0.708137944839922,"FishLife",12.8705052892581,"FishLife"
"384",180,"Pholis gunnellus","Pholidae","Pholis","Pholis gunnellus","S","Pholis gunnellus",8,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.54,"spe","FroesePauly2018","eel-like","rounded",NA,"","",1.94,"spe","FroesePauly2018","guarder","FroesePauly2018",2,"spe","FroesePauly2019",100,"spe","Pecuchet2017",22,0.23,"spe-LME","FroesePauly2018",25,"spe","FroesePauly2018",12,"spe-ocean","FroesePauly2018",11.3867746235038,"FishLife",104.656865542337,104.656865542337,0.708137944839922,"FishLife",12.8705052892581,"FishLife"
"385",181,"Ammodytes dubius","Ammodytidae","Ammodytes","Ammodytes dubius","S","Ammodytes dubius",6,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.2,"spe","FroesePauly2018","elongated","forked",1.42,"spe","FroesePauly2018",1.01811277425299,"gen","FishLife","non-guarder","FroesePauly2018",2.16954989046924,"gen-ocean","FishLife",13705.3939507789,"gen-ocean","FishLife",26,0.34,"spe-FAO","FroesePauly2018",37,"spe-FAO","FroesePauly2018",9,"spe-FAO","FroesePauly2018",8.61575339491556,"FishLife",107.199111982671,107.199111982671,0.647319882785956,"FishLife",14.2318395117768,"FishLife"
"386",181,"Ammodytes dubius","Ammodytidae","Ammodytes","Ammodytes dubius","S","Ammodytes dubius",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.2,"spe","FroesePauly2018","elongated","forked",1.42,"spe","FroesePauly2018",1.01811277425299,"gen","FishLife","non-guarder","FroesePauly2018",2.16954989046924,"gen-ocean","FishLife",13705.3939507789,"gen-ocean","FishLife",26,0.34,"spe-FAO","FroesePauly2018",37,"spe-FAO","FroesePauly2018",9,"spe-FAO","FroesePauly2018",8.61575339491556,"FishLife",107.199111982671,107.199111982671,0.647319882785956,"FishLife",14.2318395117768,"FishLife"
"387",181,"Ammodytes dubius","Ammodytidae","Ammodytes","Ammodytes dubius","S","Ammodytes dubius",8,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.2,"spe","FroesePauly2018","elongated","forked",1.42,"spe","FroesePauly2018",1.01811277425299,"gen","FishLife","non-guarder","FroesePauly2018",2.16954989046924,"gen-ocean","FishLife",13705.3939507789,"gen-LME","FishLife",20,0.38,"spe-LME","FroesePauly2018",37,"spe-LME","FroesePauly2018",9,"spe-LME","FroesePauly2018",8.61575339491556,"FishLife",107.199111982671,107.199111982671,0.647319882785956,"FishLife",14.2318395117768,"FishLife"
"388",181,"Ammodytes dubius","Ammodytidae","Ammodytes","Ammodytes dubius","S","Ammodytes dubius",9,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.2,"spe","FroesePauly2018","elongated","forked",1.42,"spe","FroesePauly2018",1.01811277425299,"gen","FishLife","non-guarder","FroesePauly2018",2.16954989046924,"gen-ocean","FishLife",13705.3939507789,"gen-ocean","FishLife",28,0.33,"spe-LME","FroesePauly2018",37,"spe-LME","FroesePauly2018",9,"spe-LME","FroesePauly2018",8.61575339491556,"FishLife",107.199111982671,107.199111982671,0.647319882785956,"FishLife",14.2318395117768,"FishLife"
"389",182,"Lumpenus lumpretaeformis","Stichaeidae","Lumpenus","Lumpenus lampretaeformis","S","Lumpenus lampretaeformis",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.59,"spe","FroesePauly2018","eel-like","rounded",0.44,"spe","FroesePauly2018",0.8,"spe","Pecuchet2017","guarder","FroesePauly2018",3,"spe-ocean","FroesePauly2019",700,"spe","Pecuchet2017",48,0.2,"spe-ocean","FroesePauly2018",40,"spe-FAO","FroesePauly2018",9,"spe-ocean","FroesePauly2018",10.5709577737335,"FishLife",331.991939094938,331.991939094938,0.438121840065241,"FishLife",20.5495149349057,"FishLife"
"390",182,"Lumpenus lumpretaeformis","Stichaeidae","Lumpenus","Lumpenus lampretaeformis","S","Lumpenus lampretaeformis",8,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.59,"spe","FroesePauly2018","eel-like","rounded",0.44,"spe","FroesePauly2018",0.8,"spe","Pecuchet2017","guarder","FroesePauly2018",3,"spe-ocean","FroesePauly2019",700,"spe","Pecuchet2017",48,0.2,"spe-ocean","FroesePauly2018",40,"spe-LME","FroesePauly2018",9,"spe-LME","FroesePauly2018",10.5709577737335,"FishLife",331.991939094938,331.991939094938,0.438121840065241,"FishLife",20.5495149349057,"FishLife"
"391",182,"Lumpenus lumpretaeformis","Stichaeidae","Lumpenus","Lumpenus lampretaeformis","S","Lumpenus lampretaeformis",9,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.59,"spe","FroesePauly2018","eel-like","rounded",0.44,"spe","FroesePauly2018",0.8,"spe","Pecuchet2017","guarder","FroesePauly2018",3,"spe-ocean","FroesePauly2019",700,"spe","Pecuchet2017",48,0.2,"spe-ocean","FroesePauly2018",40,"spe-LME","FroesePauly2018",9,"spe-LME","FroesePauly2018",10.5709577737335,"FishLife",331.991939094938,331.991939094938,0.438121840065241,"FishLife",20.5495149349057,"FishLife"
"392",183,"Lumpenus maculatus","Stichaeidae","Leptoclinus","Leptoclinus maculatus","S","Leptoclinus maculatus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.28,"spe","FroesePauly2018","elongated","rounded",1.18,"spe","FroesePauly2018",1.5,"spe","Pecuchet2017","guarder","inferred from genus",2.50023108149649,"fam-ocean","FishLife",1000,"spe","Pecuchet2017",15.4108011163083,0.216570577847944,"fam-FAO","FishLife",23,"spe-FAO","FroesePauly2018",10,"spe","Wiedmann2014",9.8339963276791,"FishLife",19.3104722093696,19.3104722093696,0.773495309684691,"FishLife",11.0095477763705,"FishLife"
"393",183,"Lumpenus maculatus","Stichaeidae","Leptoclinus","Leptoclinus maculatus","S","Leptoclinus maculatus",8,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.28,"spe","FroesePauly2018","elongated","rounded",1.18,"spe","FroesePauly2018",1.5,"spe","Pecuchet2017","guarder","inferred from genus",2.50023108149649,"fam-ocean","FishLife",1000,"spe","Pecuchet2017",15.4108011163083,0.216570577847944,"fam-FAO","FishLife",23,"spe-LME","FroesePauly2018",10,"spe","Wiedmann2014",9.8339963276791,"FishLife",19.3104722093696,19.3104722093696,0.773495309684691,"FishLife",11.0095477763705,"FishLife"
"394",183,"Lumpenus maculatus","Stichaeidae","Leptoclinus","Leptoclinus maculatus","S","Leptoclinus maculatus",9,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.28,"spe","FroesePauly2018","elongated","rounded",1.18,"spe","FroesePauly2018",1.5,"spe","Pecuchet2017","guarder","inferred from genus",2.50023108149649,"fam-ocean","FishLife",1000,"spe","Pecuchet2017",15.4108011163083,0.216570577847944,"fam-LME","FishLife",23,"spe-LME","FroesePauly2018",10,"spe","Wiedmann2014",9.8339963276791,"FishLife",19.3104722093696,19.3104722093696,0.773495309684691,"FishLife",11.0095477763705,"FishLife"
"395",184,"Ulvaria subbifurcata","Stichaeidae","Ulvaria","Ulvaria subbifurcata","S","Ulvaria subbifurcata",7,21,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.39,"spe","FroesePauly2018","elongated","rounded",1.05,"fam","FroesePauly2018",1.33713402329986,"fam","FishLife","guarder","FroesePauly2018",2.42894397036937,"fam-ocean","FishLife",3093.71989039687,"fam-LME","FishLife",16,0.2,"spe-FAO","FroesePauly2018",15,"spe-FAO","FroesePauly2018",10,"spe-FAO","FroesePauly2018",12.0158538950459,"FishLife",53.1849858351149,53.1849858351149,0.723918229376914,"FishLife",11.8508925304536,"FishLife"
"396",184,"Ulvaria subbifurcata","Stichaeidae","Ulvaria","Ulvaria subbifurcata","S","Ulvaria subbifurcata",8,21,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.39,"spe","FroesePauly2018","elongated","rounded",1.05,"fam","FroesePauly2018",1.33713402329986,"fam","FishLife","guarder","FroesePauly2018",2.42894397036937,"fam-ocean","FishLife",3093.71989039687,"fam-LME","FishLife",16,0.2,"spe-FAO","FroesePauly2018",15,"spe-LME","FroesePauly2018",10,"spe-LME","FroesePauly2018",12.0158538950459,"FishLife",53.1849858351149,53.1849858351149,0.723918229376914,"FishLife",11.8508925304536,"FishLife"
"397",184,"Ulvaria subbifurcata","Stichaeidae","Ulvaria","Ulvaria subbifurcata","S","Ulvaria subbifurcata",9,21,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.39,"spe","FroesePauly2018","elongated","rounded",1.05,"fam","FroesePauly2018",1.33713402329986,"fam","FishLife","guarder","FroesePauly2018",2.42894397036937,"fam-ocean","FishLife",3093.71989039687,"fam-LME","FishLife",16,0.2,"spe-LME","FroesePauly2018",15,"spe-LME","FroesePauly2018",10,"spe-LME","FroesePauly2018",12.0158538950459,"FishLife",53.1849858351149,53.1849858351149,0.723918229376914,"FishLife",11.8508925304536,"FishLife"
"398",185,"Opsanus tau","Batrachoididae","Opsanus","Opsanus tau","S","Opsanus tau",6,21,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",3.84113615601724,"family","FishLife","fusiform","rounded",0.95,"fam","FroesePauly2018",4.51637710791133,"fam","FishLife","guarder","FroesePauly2018",2.40762227873858,"fam-ocean","FishLife",3789.80406347,"fam-LME","FishLife",38,0.16,"spe-LME","FroesePauly2018",38,"spe-LME","FroesePauly2018",12,"spe","FroesePauly2018",18.7021826541561,"FishLife",459.84140387265,459.84140387265,0.585488160399451,"FishLife",14.0388834226138,"FishLife"
"399",185,"Opsanus tau","Batrachoididae","Opsanus","Opsanus tau","S","Opsanus tau",6,31,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",3.84113615601724,"family","FishLife","fusiform","rounded",0.95,"fam","FroesePauly2018",4.51637710791133,"fam","FishLife","guarder","FroesePauly2018",2.40762227873858,"fam-ocean","FishLife",3789.80406347,"fam-LME","FishLife",38,0.16,"spe-LME","FroesePauly2018",38,"spe-LME","FroesePauly2018",12,"spe","FroesePauly2018",18.7021826541561,"FishLife",459.84140387265,459.84140387265,0.585488160399451,"FishLife",14.0388834226138,"FishLife"
"400",185,"Opsanus tau","Batrachoididae","Opsanus","Opsanus tau","S","Opsanus tau",7,21,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",3.84113615601724,"family","FishLife","fusiform","rounded",0.95,"fam","FroesePauly2018",4.51637710791133,"fam","FishLife","guarder","FroesePauly2018",2.40762227873858,"fam-ocean","FishLife",3789.80406347,"fam-ocean","FishLife",38,0.11,"spe-LME","FroesePauly2018",38,"spe-LME","FroesePauly2018",12,"spe","FroesePauly2018",18.7021826541561,"FishLife",459.84140387265,459.84140387265,0.585488160399451,"FishLife",14.0388834226138,"FishLife"
"401",186,"Otophidium omostigmum","Ophidiidae","Otophidium","Otophidium omostigma","S","Otophidium omostigma",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from family",3.52956771339578,"family","FishLife","elongated","pointed",1.2,"fam","FroesePauly2018",0.868217811157194,"fam","FishLife","non-guarder","FroesePauly2018",1.85901355081615,"fam","FishLife",23012.833643806,"fam","FishLife",38.9601935331635,0.34688573901332,"fam-ocean","FishLife",13,"spe","FroesePauly2018",25.5,"fam-ocean","FroesePauly2018",13.8010766615771,"FishLife",396.451940496666,396.451940496666,0.510816330395796,"FishLife",20.0400248429852,"FishLife"
"402",186,"Otophidium omostigmum","Ophidiidae","Otophidium","Otophidium omostigma","S","Otophidium omostigma",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from family",3.52956771339578,"family","FishLife","elongated","pointed",1.2,"fam","FroesePauly2018",0.868217811157194,"fam","FishLife","non-guarder","FroesePauly2018",1.85901355081615,"fam","FishLife",23012.833643806,"fam","FishLife",38.9601935331635,0.34688573901332,"fam-ocean","FishLife",13,"spe","FroesePauly2018",25.5,"fam-ocean","FroesePauly2018",13.8010766615771,"FishLife",396.451940496666,396.451940496666,0.510816330395796,"FishLife",20.0400248429852,"FishLife"
"403",187,"Mullus auratus","Mullidae","Mullus","Mullus auratus","S","Mullus auratus",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.45405940136639,"genus","FishLife","fusiform","forked",1.03,"spe","FroesePauly2018",0.81112437004025,"gen","FishLife","non-guarder","FroesePauly2018",1.56296637886537,"gen-ocean","FishLife",19187.5273146529,"gen","FishLife",27.9399439510022,0.364268511016343,"gen-ocean","FishLife",27,"spe","FroesePauly2018",6.5,"gen-ocean","FroesePauly2018",21.5377744793409,"FishLife",232.619654127396,232.619654127396,0.762595253344942,"FishLife",12.3367390807341,"FishLife"
"404",187,"Mullus auratus","Mullidae","Mullus","Mullus auratus","S","Mullus auratus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.45405940136639,"genus","FishLife","fusiform","forked",1.03,"spe","FroesePauly2018",0.81112437004025,"gen","FishLife","non-guarder","FroesePauly2018",1.56296637886537,"gen-ocean","FishLife",19187.5273146529,"gen","FishLife",27.9399439510022,0.364268511016343,"gen-ocean","FishLife",27,"spe","FroesePauly2018",6.5,"gen-ocean","FroesePauly2018",21.5377744793409,"FishLife",232.619654127396,232.619654127396,0.762595253344942,"FishLife",12.3367390807341,"FishLife"
"405",188,"Ophidion marginatum","Ophidiidae","Ophidion","Ophidion marginatum","S","Ophidion marginatum",6,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.50995881847843,"genus","FishLife","elongated","pointed",1.2,"fam","FroesePauly2018",0.9,"spe","Fahay1992","non-guarder","FroesePauly2018",1.48932375956817,"gen","FishLife",11174.2768390842,"fam","FishLife",27.0122664868919,0.442754816939163,"fam-ocean","FishLife",25,"spe","FroesePauly2018",25.5,"fam-ocean","FroesePauly2018",14.2085684493121,"FishLife",134.984766687086,134.984766687086,0.694067057253423,"FishLife",14.4580305274905,"FishLife"
"406",188,"Ophidion marginatum","Ophidiidae","Ophidion","Ophidion marginatum","S","Ophidion marginatum",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.50995881847843,"genus","FishLife","elongated","pointed",1.2,"fam","FroesePauly2018",0.9,"spe","Fahay1992","non-guarder","FroesePauly2018",1.48932375956817,"gen","FishLife",11174.2768390842,"fam","FishLife",27.0122664868919,0.442754816939163,"fam-ocean","FishLife",25,"spe","FroesePauly2018",25.5,"fam-ocean","FroesePauly2018",14.2085684493121,"FishLife",134.984766687086,134.984766687086,0.694067057253423,"FishLife",14.4580305274905,"FishLife"
"407",188,"Ophidion marginatum","Ophidiidae","Ophidion","Ophidion marginatum","S","Ophidion marginatum",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.50995881847843,"genus","FishLife","elongated","pointed",1.2,"fam","FroesePauly2018",0.9,"spe","Fahay1992","non-guarder","FroesePauly2018",1.48932375956817,"gen","FishLife",11174.2768390842,"fam","FishLife",27.0122664868919,0.442754816939163,"fam-ocean","FishLife",25,"spe","FroesePauly2018",25.5,"fam-ocean","FroesePauly2018",14.2085684493121,"FishLife",134.984766687086,134.984766687086,0.694067057253423,"FishLife",14.4580305274905,"FishLife"
"408",190,"Lycenchelys verrilli","Zoarcidae","Lycenchelys","Lycenchelys verrillii","S","Lycenchelys verrillii",6,21,"bathydemersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.48699142483266,"genus","FishLife","eel-like","pointed",NA,"","",4.67181605431689,"fam","FishLife","guarder","FroesePauly2018",3.08314432098507,"gen","FishLife",119.181944971124,"gen","FishLife",29.5149596876878,0.198709225146623,"fam-FAO","FishLife",25,"spe","FroesePauly2018",7,"gen","Inferred from genus",11.5298748217807,"FishLife",159.335911359884,159.335911359884,0.529034442717306,"FishLife",16.9468270148162,"FishLife"
"409",190,"Lycenchelys verrilli","Zoarcidae","Lycenchelys","Lycenchelys verrillii","S","Lycenchelys verrillii",7,21,"bathydemersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.48699142483266,"genus","FishLife","eel-like","pointed",NA,"","",4.67181605431689,"fam","FishLife","guarder","FroesePauly2018",3.08314432098507,"gen","FishLife",119.181944971124,"gen","FishLife",29.5149596876878,0.198709225146623,"fam-LME","FishLife",25,"spe","FroesePauly2018",7,"gen","Inferred from genus",11.5298748217807,"FishLife",159.335911359884,159.335911359884,0.529034442717306,"FishLife",16.9468270148162,"FishLife"
"410",190,"Lycenchelys verrilli","Zoarcidae","Lycenchelys","Lycenchelys verrillii","S","Lycenchelys verrillii",8,21,"bathydemersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.48699142483266,"genus","FishLife","eel-like","pointed",NA,"","",4.67181605431689,"fam","FishLife","guarder","FroesePauly2018",3.08314432098507,"gen","FishLife",119.181944971124,"gen","FishLife",29.5149596876878,0.198709225146623,"fam-LME","FishLife",25,"spe","FroesePauly2018",7,"gen","Inferred from genus",11.5298748217807,"FishLife",159.335911359884,159.335911359884,0.529034442717306,"FishLife",16.9468270148162,"FishLife"
"411",191,"Cryptacanthodes maculatus","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes maculatus","S","Cryptacanthodes maculatus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.45017487725332,"genus","FishLife","eel-like","rounded",0.37,"gen","FroesePauly2018",1.00508372721855,"","FishLife","","",1.50747190097203,"","FishLife",10150.1549980619,"","FishLife",23.3287419875982,0.469503438604627,"","FishLife",97,"spe","FroesePauly2018",NA,"","",20.3065807294753,"FishLife",138.352481617969,138.352481617969,0.836167455415819,"FishLife",11.7000739758962,"FishLife"
"412",191,"Cryptacanthodes maculatus","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes maculatus","S","Cryptacanthodes maculatus",8,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.45017487725332,"genus","FishLife","eel-like","rounded",0.37,"gen","FroesePauly2018",1.00508372721855,"","FishLife","","",1.50747190097203,"","FishLife",10150.1549980619,"","FishLife",23.3287419875982,0.469503438604627,"","FishLife",97,"spe","FroesePauly2018",NA,"","",20.3065807294753,"FishLife",138.352481617969,138.352481617969,0.836167455415819,"FishLife",11.7000739758962,"FishLife"
"413",192,"Anarhichas lupus","Anarhichadidae","Anarhichas","Anarhichas lupus","S","Anarhichas lupus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.55,"spe","FroesePauly2018","elongated","rounded",1.15,"spe","FroesePauly2018",6,"spe","Wiedmann2014","non-guarder","FroesePauly2018",9,"spe","Baker2010",25000,"spe","FroesePauly2018",131,0.08,"spe-ocean","FroesePauly2018",152,"spe-FAO","FroesePauly2018",22,"spe","FroesePauly2018",6.71747229768257,"FishLife",18031.8202279748,18031.8202279748,0.167466464896696,"FishLife",51.7248280877256,"FishLife"
"414",192,"Anarhichas lupus","Anarhichadidae","Anarhichas","Anarhichas lupus","S","Anarhichas lupus",8,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.55,"spe","FroesePauly2018","elongated","rounded",1.15,"spe","FroesePauly2018",6,"spe","Wiedmann2014","non-guarder","FroesePauly2018",9,"spe","Baker2010",25000,"spe","FroesePauly2018",131,0.08,"spe-ocean","FroesePauly2018",152,"spe-LME","FroesePauly2018",22,"spe","FroesePauly2018",6.71747229768257,"FishLife",18031.8202279748,18031.8202279748,0.167466464896696,"FishLife",51.7248280877256,"FishLife"
"415",192,"Anarhichas lupus","Anarhichadidae","Anarhichas","Anarhichas lupus","S","Anarhichas lupus",9,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.55,"spe","FroesePauly2018","elongated","rounded",1.15,"spe","FroesePauly2018",6,"spe","Wiedmann2014","non-guarder","FroesePauly2018",9,"spe","Baker2010",25000,"spe","FroesePauly2018",131,0.08,"spe-ocean","FroesePauly2018",152,"spe-LME","FroesePauly2018",22,"spe","FroesePauly2018",6.71747229768257,"FishLife",18031.8202279748,18031.8202279748,0.167466464896696,"FishLife",51.7248280877256,"FishLife"
"416",193,"Macrozoarces americanus","Zoarcidae","Zoarces","Zoarces americanus","S","Zoarces americanus",6,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.24,"spe","FroesePauly2018","eel-like","pointed",NA,"","",11.4702405757904,"gen","FishLife","guarder","FroesePauly2018",4.9331210531903,"gen","FishLife",1484.80261558938,"gen-ocean","FishLife",107,0.09,"spe-FAO","FroesePauly2018",107,"spe-FAO","FroesePauly2018",18,"spe","FroesePauly2018",11.9841387209752,"FishLife",5119.0814750741,5119.0814750741,0.221314855320272,"FishLife",41.5186718587255,"FishLife"
"417",193,"Macrozoarces americanus","Zoarcidae","Zoarces","Zoarces americanus","S","Zoarces americanus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.24,"spe","FroesePauly2018","eel-like","pointed",NA,"","",11.4702405757904,"gen","FishLife","guarder","FroesePauly2018",4.9331210531903,"gen","FishLife",1484.80261558938,"gen-ocean","FishLife",122,0.11,"spe-LME","FroesePauly2018",107,"spe-FAO","FroesePauly2018",18,"spe","FroesePauly2018",11.9841387209752,"FishLife",5119.0814750741,5119.0814750741,0.221314855320272,"FishLife",41.5186718587255,"FishLife"
"418",193,"Macrozoarces americanus","Zoarcidae","Zoarces","Zoarces americanus","S","Zoarces americanus",8,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.24,"spe","FroesePauly2018","eel-like","pointed",NA,"","",11.4702405757904,"gen","FishLife","guarder","FroesePauly2018",4.9331210531903,"gen","FishLife",1484.80261558938,"gen-ocean","FishLife",91,0.08,"spe-LME","FroesePauly2018",107,"spe-LME","FroesePauly2018",18,"spe","FroesePauly2018",11.9841387209752,"FishLife",5119.0814750741,5119.0814750741,0.221314855320272,"FishLife",41.5186718587255,"FishLife"
"419",193,"Macrozoarces americanus","Zoarcidae","Zoarces","Zoarces americanus","S","Zoarces americanus",9,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.24,"spe","FroesePauly2018","eel-like","pointed",NA,"","",11.4702405757904,"gen","FishLife","guarder","FroesePauly2018",4.9331210531903,"gen","FishLife",1484.80261558938,"gen-ocean","FishLife",107,0.09,"spe-FAO","FroesePauly2018",107,"spe-LME","FroesePauly2018",18,"spe","FroesePauly2018",11.9841387209752,"FishLife",5119.0814750741,5119.0814750741,0.221314855320272,"FishLife",41.5186718587255,"FishLife"
"420",194,"Lepophidium profundorum","Ophidiidae","Lepophidium","Lepophidium profundorum","S","Lepophidium profundorum",6,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.51988845463356,"family","FishLife","elongated","pointed",1.2,"fam","FroesePauly2018",0.854920680685893,"fam","FishLife","non-guarder","FroesePauly2018",1.3904333929058,"gen","FishLife",16601.3079071927,"fam","FishLife",32.7585313039241,0.439502653205117,"fam-ocean","FishLife",27,"spe","FroesePauly2018",25.5,"fam-ocean","FroesePauly2018",14.7868980772726,"FishLife",239.513455466234,239.513455466234,0.608006424756425,"FishLife",17.1949012413406,"FishLife"
