svspp,cruise6,station,stratum,tow,svvessel,est_year,est_month,est_day,season,biomass_kg,abundance,haul_id,EPU,hex_id,five_year_period,hauls,spfgr
102,198007,385,1400,3,DE,1980,11,0,Fall,0.897,7,198007_385,GOM,272,1980,15,3
102,198007,386,1380,4,DE,1980,11,0,Fall,9.177,35,198007_386,GOM,272,1980,15,3
102,198007,387,1380,2,DE,1980,11,0,Fall,20.01,32,198007_387,GOM,282,1980,15,3
102,198007,388,1380,1,DE,1980,11,0,Fall,12.075,40,198007_388,GOM,303,1980,9,3
102,198007,389,1370,2,DE,1980,11,0,Fall,21.045,41,198007_389,GOM,303,1980,9,3
102,198007,390,1370,3,DE,1980,11,0,Fall,39.675,43,198007_390,GOM,282,1980,15,3
102,198007,392,1370,1,DE,1980,11,0,Fall,20.355,40,198007_392,GOM,292,1980,13,3
102,198007,393,1280,7,DE,1980,11,0,Fall,5.52,8,198007_393,GOM,281,1980,21,3
102,198007,394,1280,4,DE,1980,11,0,Fall,14.145,36,198007_394,GOM,302,1980,17,3
102,198007,395,1280,2,DE,1980,11,0,Fall,8.625,21,198007_395,GOM,302,1980,17,3
102,198007,396,1280,6,DE,1980,11,0,Fall,8.97,23,198007_396,GOM,323,1980,22,3
102,198007,398,1370,4,DE,1980,11,0,Fall,11.385,15,198007_398,GOM,313,1980,16,3
102,198007,399,1370,5,DE,1980,11,0,Fall,15.525,34,198007_399,GOM,313,1980,16,3
102,198007,400,1360,8,DE,1980,11,0,Fall,5.244,11,198007_400,GOM,324,1980,5,3
102,198007,401,1360,5,DE,1980,11,0,Fall,7.176,15,198007_401,GOM,345,1980,10,3
102,198007,403,1360,2,DE,1980,11,0,Fall,0.345,1,198007_403,GOM,334,1980,18,3
102,198007,405,1290,5,DE,1980,11,0,Fall,1.518,4,198007_405,GOM,323,1980,22,3
102,198007,406,1240,1,DE,1980,11,0,Fall,1.38,3,198007_406,GOM,323,1980,22,3
102,198007,407,1240,5,DE,1980,11,0,Fall,11.04,58,198007_407,GOM,312,1980,17,3
102,198007,409,1240,6,DE,1980,11,0,Fall,15.525,52,198007_409,GOM,312,1980,17,3
102,198007,410,1240,4,DE,1980,11,0,Fall,5.52,27,198007_410,GOM,301,1980,12,3
102,198007,411,1240,2,DE,1980,11,0,Fall,9.177,37,198007_411,GOM,291,1980,20,3
102,198007,412,1240,3,DE,1980,11,0,Fall,28.98,51,198007_412,GOM,291,1980,20,3
102,198007,420,1260,1,DE,1980,11,0,Fall,18.63,93,198007_420,GOM,239,1980,35,3
102,198007,424,1260,4,DE,1980,11,0,Fall,12.075,131,198007_424,GOM,239,1980,35,3
102,198007,427,1400,2,DE,1980,11,0,Fall,11.385,83,198007_427,GOM,240,1980,13,3
102,198007,428,1400,1,DE,1980,11,0,Fall,7.59,42,198007_428,GOM,240,1980,13,3
102,198007,429,1270,4,DE,1980,11,0,Fall,18.975,83,198007_429,GOM,261,1980,21,3
102,198007,430,1270,1,DE,1980,11,0,Fall,21.045,123,198007_430,GOM,250,1980,26,3
102,198007,431,1270,2,DE,1980,11,0,Fall,6.21,23,198007_431,GOM,250,1980,26,3
102,198007,432,1270,3,DE,1980,11,0,Fall,4.554,22,198007_432,GOM,250,1980,26,3
102,198007,433,1280,3,DE,1980,11,0,Fall,22.77,53,198007_433,GOM,260,1980,17,3
102,198007,434,1280,1,DE,1980,11,0,Fall,15.18,36,198007_434,GOM,281,1980,21,3
102,198007,435,1280,5,DE,1980,11,0,Fall,6.624,17,198007_435,GOM,260,1980,17,3
102,198007,437,1260,5,DE,1980,11,0,Fall,0.69,6,198007_437,GOM,270,1980,23,3
102,198007,438,1250,1,DE,1980,11,0,Fall,0.069,1,198007_438,GOM,270,1980,23,3
102,198102,269,1230,4,DE,1981,4,0,Spring,1.725,5,198102_269,GB,311,1980,31,3
102,198102,270,1230,1,DE,1981,4,0,Spring,5.865,33,198102_270,GB,301,1980,12,3
102,198102,271,1230,3,DE,1981,4,0,Spring,0.414,2,198102_271,GB,311,1980,31,3
102,198102,305,1190,5,DE,1981,4,0,Spring,2.415,2,198102_305,GB,353,1980,25,3
102,198102,307,1190,4,DE,1981,4,0,Spring,1.035,1,198102_307,GB,343,1980,19,3
102,198102,311,1160,10,DE,1981,4,0,Spring,1.035,2,198102_311,GB,385,1980,23,3
102,198102,332,1360,5,DE,1981,4,0,Spring,0.69,1,198102_332,SS,397,1980,7,3
102,198102,339,1280,5,DE,1981,5,0,Spring,7.59,27,198102_339,GOM,270,1980,23,3
102,198102,340,1240,2,DE,1981,5,0,Spring,3.864,8,198102_340,GOM,291,1980,20,3
102,198102,341,1280,2,DE,1981,5,0,Spring,5.727,11,198102_341,GOM,291,1980,20,3
102,198102,342,1240,1,DE,1981,5,0,Spring,7.728,58,198102_342,GOM,291,1980,20,3
102,198102,343,1240,3,DE,1981,5,0,Spring,12.075,57,198102_343,GOM,323,1980,22,3
102,198102,344,1240,6,DE,1981,5,0,Spring,15.525,55,198102_344,GOM,312,1980,17,3
102,198102,345,1240,4,DE,1981,5,0,Spring,7.728,38,198102_345,GOM,312,1980,17,3
102,198102,346,1240,5,DE,1981,5,0,Spring,4.278,32,198102_346,GB,301,1980,12,3
102,198102,347,1200,6,DE,1981,5,0,Spring,1.104,2,198102_347,GB,322,1980,36,3
102,198102,349,1220,2,DE,1981,5,0,Spring,8.97,38,198102_349,GB,333,1980,32,3
102,198102,350,1210,1,DE,1981,5,0,Spring,9.66,55,198102_350,GB,333,1980,32,3
102,198102,351,1210,4,DE,1981,5,0,Spring,3.381,22,198102_351,GB,333,1980,32,3
102,198102,352,1200,2,DE,1981,5,0,Spring,1.794,3,198102_352,GB,333,1980,32,3
102,198102,356,1200,1,DE,1981,5,0,Spring,0.207,1,198102_356,GB,354,1980,35,3
102,198102,359,1190,1,DE,1981,5,0,Spring,2.07,2,198102_359,GB,375,1980,23,3
102,198102,360,1160,2,DE,1981,5,0,Spring,0.483,1,198102_360,GB,396,1980,26,3
102,198102,364,1210,2,DE,1981,5,0,Spring,0.345,1,198102_364,GB,375,1980,23,3
102,198102,365,1220,3,DE,1981,5,0,Spring,22.08,59,198102_365,GB,365,1980,20,3
102,198102,367,1300,1,DE,1981,5,0,Spring,1.173,4,198102_367,SS,386,1980,28,3
102,198102,368,1290,4,DE,1981,5,0,Spring,0.069,1,198102_368,SS,376,1980,8,3
102,198102,369,1300,2,DE,1981,5,0,Spring,1.518,2,198102_369,SS,365,1980,20,3
102,198102,370,1220,1,DE,1981,5,0,Spring,1.242,2,198102_370,GOM,354,1980,35,3
102,198102,371,1220,4,DE,1981,5,0,Spring,0.552,2,198102_371,GOM,333,1980,32,3
102,198102,373,1290,3,DE,1981,5,0,Spring,4.692,11,198102_373,GOM,323,1980,22,3
102,198102,374,1290,5,DE,1981,5,0,Spring,0.069,1,198102_374,GOM,355,1980,11,3
102,198102,375,1360,3,DE,1981,5,0,Spring,0.414,1,198102_375,GOM,355,1980,11,3
102,198102,376,1360,1,DE,1981,5,0,Spring,6.624,18,198102_376,GOM,334,1980,18,3
102,198102,377,1280,4,DE,1981,5,0,Spring,7.383,15,198102_377,GOM,313,1980,16,3
102,198102,378,1370,3,DE,1981,5,0,Spring,0.483,4,198102_378,GOM,313,1980,16,3
102,198102,380,1370,1,DE,1981,5,0,Spring,16.905,46,198102_380,GOM,303,1980,9,3
102,198102,381,1370,4,DE,1981,5,0,Spring,10.005,22,198102_381,GOM,303,1980,9,3
102,198102,383,1360,4,DE,1981,5,0,Spring,2.967,7,198102_383,GOM,345,1980,10,3
102,198102,384,1360,7,DE,1981,5,0,Spring,4.692,8,198102_384,GOM,356,1980,13,3
102,198102,385,1360,2,DE,1981,5,0,Spring,0.345,1,198102_385,GOM,366,1980,10,3
102,198102,386,1340,1,DE,1981,5,0,Spring,0.552,3,198102_386,SS,387,1980,15,3
102,198102,387,1340,3,DE,1981,5,0,Spring,21.045,30,198102_387,SS,387,1980,15,3
102,198102,389,1340,4,DE,1981,5,0,Spring,4.83,16,198102_389,SS,398,1980,8,3
102,198102,391,1340,2,DE,1981,5,0,Spring,4.485,14,198102_391,GOM,367,1980,10,3
102,198102,392,1390,3,DE,1981,5,0,Spring,56.235,227,198102_392,SS,357,1980,8,3
102,198102,393,1390,2,DE,1981,5,0,Spring,19.32,100,198102_393,SS,346,1980,15,3
102,198102,394,1360,6,DE,1981,5,0,Spring,3.243,11,198102_394,GOM,346,1980,15,3
102,198102,404,1340,5,DE,1981,5,0,Spring,1.311,8,198102_404,GOM,377,1980,19,3
102,198102,406,1380,6,DE,1981,5,0,Spring,2.967,7,198102_406,GOM,335,1980,12,3
102,198102,407,1390,4,DE,1981,5,0,Spring,45.54,80,198102_407,GOM,325,1980,14,3
102,198102,418,1260,6,DE,1981,5,0,Spring,75.9,125,198102_418,GOM,229,1980,10,3
102,198102,419,1260,2,DE,1981,5,0,Spring,7.245,32,198102_419,GOM,250,1980,26,3
102,198102,420,1270,1,DE,1981,5,0,Spring,21.597,127,198102_420,GOM,260,1980,17,3
102,198102,421,1260,4,DE,1981,5,0,Spring,10.005,50,198102_421,GOM,239,1980,35,3
102,198102,422,1260,3,DE,1981,5,0,Spring,4.485,35,198102_422,GOM,239,1980,35,3
102,198102,425,1270,3,DE,1981,5,0,Spring,7.935,18,198102_425,GOM,260,1980,17,3
102,198102,427,1280,3,DE,1981,5,0,Spring,25.53,43,198102_427,GOM,281,1980,21,3
102,198102,428,1280,1,DE,1981,5,0,Spring,13.455,30,198102_428,GOM,281,1980,21,3
102,198102,429,1280,7,DE,1981,5,0,Spring,2.07,6,198102_429,GOM,281,1980,21,3
102,198102,431,1280,6,DE,1981,5,0,Spring,7.935,17,198102_431,GOM,271,1980,16,3
102,198102,432,1370,2,DE,1981,5,0,Spring,21.045,72,198102_432,GOM,271,1980,16,3
102,198102,433,1270,2,DE,1981,5,0,Spring,18.285,100,198102_433,GOM,261,1980,21,3
102,198102,434,1270,4,DE,1981,5,0,Spring,32.43,94,198102_434,GOM,261,1980,21,3
102,198102,435,1380,1,DE,1981,5,0,Spring,19.665,79,198102_435,GOM,261,1980,21,3
102,198102,436,1380,2,DE,1981,5,0,Spring,12.765,48,198102_436,GOM,261,1980,21,3
102,198102,437,1400,3,DE,1981,5,0,Spring,17.94,44,198102_437,GOM,272,1980,15,3
102,198102,438,1380,3,DE,1981,5,0,Spring,27.6,57,198102_438,GOM,272,1980,15,3
102,198102,439,1400,2,DE,1981,5,0,Spring,53.82,206,198102_439,GOM,272,1980,15,3
102,198102,440,1400,1,DE,1981,5,0,Spring,27.6,94,198102_440,GOM,293,1980,11,3
102,198102,441,1380,5,DE,1981,5,0,Spring,9.315,19,198102_441,GOM,293,1980,11,3
102,198102,442,1380,4,DE,1981,5,0,Spring,2.208,3,198102_442,GOM,314,1980,15,3
102,198102,443,1390,1,DE,1981,5,0,Spring,6.21,12,198102_443,GOM,314,1980,15,3
102,198106,286,1240,5,DE,1981,10,0,Fall,0.483,1,198106_286,GB,280,1980,17,3
102,198106,288,1240,4,DE,1981,10,0,Fall,4.14,11,198106_288,GB,280,1980,17,3
102,198106,300,1240,1,DE,1981,10,0,Fall,22.77,30,198106_300,GOM,312,1980,17,3
102,198106,308,1220,4,DE,1981,10,0,Fall,0.483,8,198106_308,GOM,354,1980,35,3
102,198106,309,1220,2,DE,1981,10,0,Fall,2.967,22,198106_309,GOM,354,1980,35,3
102,198106,310,1200,3,DE,1981,10,0,Fall,1e-04,1,198106_310,SS,354,1980,35,3
102,198106,314,1220,3,DE,1981,10,0,Fall,0.828,5,198106_314,SS,386,1980,28,3
102,198106,315,1220,1,DE,1981,10,0,Fall,1.38,7,198106_315,GB,396,1980,26,3
102,198106,324,1180,1,DE,1981,10,0,Fall,1.38,3,198106_324,SS,438,1980,19,3
102,198106,356,1220,5,DE,1981,10,0,Fall,1.173,8,198106_356,GB,365,1980,20,3
102,198106,357,1290,3,DE,1981,10,0,Fall,0.207,1,198106_357,SS,386,1980,28,3
102,198106,377,1280,2,DE,1981,11,0,Fall,10.005,49,198106_377,GOM,260,1980,17,3
102,198106,380,1370,3,DE,1981,11,0,Fall,22.425,34,198106_380,GOM,292,1980,13,3
102,198106,382,1380,4,DE,1981,11,0,Fall,4.485,9,198106_382,GOM,324,1980,5,3
102,198106,383,1360,2,DE,1981,11,0,Fall,12.765,23,198106_383,GOM,335,1980,12,3
102,198106,384,1360,4,DE,1981,11,0,Fall,4.485,4,198106_384,GOM,356,1980,13,3
102,198106,385,1360,5,DE,1981,11,0,Fall,6.555,7,198106_385,GOM,356,1980,13,3
102,198106,387,1340,1,DE,1981,11,0,Fall,1.311,2,198106_387,GOM,367,1980,10,3
102,198106,389,1390,1,DE,1981,11,0,Fall,1.518,9,198106_389,SS,357,1980,8,3
102,198106,396,1340,4,DE,1981,11,0,Fall,0.552,2,198106_396,SS,388,1980,15,3
102,198106,399,1340,3,DE,1981,11,0,Fall,2.277,15,198106_399,SS,398,1980,8,3
102,198106,400,1340,6,DE,1981,11,0,Fall,2.691,18,198106_400,SS,398,1980,8,3
102,198106,402,1340,5,DE,1981,11,0,Fall,3.105,18,198106_402,SS,398,1980,8,3
102,198106,404,1360,6,DE,1981,11,0,Fall,3.795,6,198106_404,SS,377,1980,19,3
102,198106,411,1300,1,DE,1981,11,0,Fall,0.414,1,198106_411,SS,386,1980,28,3
102,198106,413,1290,2,DE,1981,11,0,Fall,0.069,2,198106_413,GOM,355,1980,11,3
102,198106,415,1360,7,DE,1981,11,0,Fall,10.35,18,198106_415,GOM,345,1980,10,3
102,198106,416,1360,1,DE,1981,11,0,Fall,6.9,16,198106_416,GOM,345,1980,10,3
102,198106,418,1370,1,DE,1981,11,0,Fall,6.348,11,198106_418,GOM,313,1980,16,3
102,198106,419,1360,8,DE,1981,11,0,Fall,2.691,9,198106_419,GOM,334,1980,18,3
102,198106,420,1290,8,DE,1981,11,0,Fall,0.966,2,198106_420,GOM,334,1980,18,3
102,198106,421,1290,7,DE,1981,11,0,Fall,1.104,6,198106_421,GOM,334,1980,18,3
102,198106,506,1260,1,AL,1981,11,0,Fall,2.3,23,198106_506,GOM,239,1980,35,3
102,198106,508,1260,2,AL,1981,11,0,Fall,20,121,198106_508,GOM,239,1980,35,3
102,198106,509,1260,3,AL,1981,11,0,Fall,10.5,55,198106_509,GOM,250,1980,26,3
102,198106,516,1270,4,AL,1981,11,0,Fall,0.6,5,198106_516,GOM,261,1980,21,3
102,198106,517,1400,1,AL,1981,11,0,Fall,10.2,74,198106_517,GOM,251,1980,5,3
102,198106,518,1400,2,AL,1981,11,0,Fall,10.8,60,198106_518,GOM,272,1980,15,3
102,198106,519,1380,5,AL,1981,11,0,Fall,10,25,198106_519,GOM,272,1980,15,3
102,198106,522,1390,2,AL,1981,11,0,Fall,1.7,19,198106_522,GOM,293,1980,11,3
102,198106,524,1390,5,AL,1981,11,0,Fall,0.3,4,198106_524,GOM,314,1980,15,3
102,198106,525,1390,3,AL,1981,11,0,Fall,1.9,17,198106_525,GOM,325,1980,14,3
102,198106,526,1390,4,AL,1981,11,0,Fall,2.2,11,198106_526,GOM,325,1980,14,3
102,198106,527,1380,2,AL,1981,11,0,Fall,7.3,13,198106_527,GOM,335,1980,12,3
102,198106,530,1380,3,AL,1981,11,0,Fall,10.2,20,198106_530,GOM,282,1980,15,3
102,198106,531,1380,1,AL,1981,11,0,Fall,26,64,198106_531,GOM,282,1980,15,3
102,198106,532,1370,4,AL,1981,11,0,Fall,19.7,25,198106_532,GOM,282,1980,15,3
102,198106,533,1370,2,AL,1981,11,0,Fall,58,85,198106_533,GOM,282,1980,15,3
102,198106,534,1370,5,AL,1981,11,0,Fall,15,35,198106_534,GOM,282,1980,15,3
102,198106,535,1280,7,AL,1981,11,0,Fall,13.5,19,198106_535,GOM,261,1980,21,3
102,198106,536,1270,2,AL,1981,11,0,Fall,5.7,17,198106_536,GOM,250,1980,26,3
102,198106,538,1270,3,AL,1981,11,0,Fall,5.8,12,198106_538,GOM,260,1980,17,3
102,198106,539,1260,6,AL,1981,11,0,Fall,1.8,8,198106_539,GOM,260,1980,17,3
102,198106,540,1270,1,AL,1981,11,0,Fall,9.5,19,198106_540,GOM,270,1980,23,3
102,198106,541,1280,3,AL,1981,11,0,Fall,21.5,27,198106_541,GOM,270,1980,23,3
102,198106,542,1280,4,AL,1981,11,0,Fall,15.1,22,198106_542,GOM,260,1980,17,3
102,198106,543,1280,5,AL,1981,11,0,Fall,9.5,11,198106_543,GOM,281,1980,21,3
102,198106,544,1280,6,AL,1981,11,0,Fall,3,3,198106_544,GOM,281,1980,21,3
102,198106,545,1280,1,AL,1981,11,0,Fall,21.5,46,198106_545,GOM,281,1980,21,3
102,198106,546,1240,3,AL,1981,11,0,Fall,9.3,54,198106_546,GOM,291,1980,20,3
102,198106,548,1240,6,AL,1981,11,0,Fall,14.5,54,198106_548,GOM,323,1980,22,3
102,198106,549,1240,2,AL,1981,11,0,Fall,10.5,27,198106_549,GOM,323,1980,22,3
102,198106,550,1290,6,AL,1981,11,0,Fall,8,10,198106_550,GOM,323,1980,22,3
102,198106,551,1290,4,AL,1981,11,0,Fall,6.9,13,198106_551,GOM,323,1980,22,3
102,198202,294,1190,8,DE,1982,4,0,Spring,1.035,1,198202_294,GB,321,1980,19,3
102,198202,300,1190,2,DE,1982,4,0,Spring,2.001,2,198202_300,GB,343,1980,19,3
102,198202,303,1190,5,DE,1982,4,0,Spring,1.725,2,198202_303,GB,375,1980,23,3
102,198202,304,1190,9,DE,1982,4,0,Spring,1.104,1,198202_304,GB,375,1980,23,3
102,198202,306,1160,10,DE,1982,4,0,Spring,0.207,1,198202_306,GB,385,1980,23,3
102,198202,317,1170,3,DE,1982,4,0,Spring,1e-04,1,198202_317,SS,438,1980,19,3
102,198202,318,1180,3,DE,1982,4,0,Spring,0.069,1,198202_318,SS,438,1980,19,3
102,198202,322,1160,6,DE,1982,4,0,Spring,0.621,1,198202_322,GB,396,1980,26,3
102,198202,325,1220,3,DE,1982,4,0,Spring,0.138,1,198202_325,GB,396,1980,26,3
102,198202,326,1290,2,DE,1982,4,0,Spring,0.345,1,198202_326,SS,386,1980,28,3
102,198202,345,1250,4,DE,1982,4,0,Spring,3.795,4,198202_345,GOM,270,1980,23,3
102,198202,346,1240,4,DE,1982,4,0,Spring,28.29,83,198202_346,GOM,270,1980,23,3
102,198202,347,1270,4,DE,1982,4,0,Spring,5.865,17,198202_347,GOM,260,1980,17,3
102,198202,348,1280,4,DE,1982,4,0,Spring,7.245,11,198202_348,GOM,281,1980,21,3
102,198202,349,1280,1,DE,1982,4,0,Spring,3.657,7,198202_349,GOM,260,1980,17,3
102,198202,350,1280,3,DE,1982,4,0,Spring,6.969,17,198202_350,GOM,281,1980,21,3
102,198202,351,1280,6,DE,1982,4,0,Spring,6.693,12,198202_351,GOM,281,1980,21,3
102,198202,352,1370,4,DE,1982,4,0,Spring,16.215,34,198202_352,GOM,292,1980,13,3
102,198202,353,1370,2,DE,1982,4,0,Spring,5.865,24,198202_353,GOM,292,1980,13,3
102,198202,354,1370,3,DE,1982,4,0,Spring,3.105,10,198202_354,GOM,313,1980,16,3
102,198202,355,1280,5,DE,1982,4,0,Spring,2.139,4,198202_355,GOM,313,1980,16,3
102,198202,356,1370,5,DE,1982,4,0,Spring,4.485,13,198202_356,GOM,313,1980,16,3
102,198202,357,1290,1,DE,1982,4,0,Spring,0.69,2,198202_357,GOM,334,1980,18,3
102,198202,358,1290,4,DE,1982,4,0,Spring,0.069,1,198202_358,GOM,334,1980,18,3
102,198202,359,1240,5,DE,1982,4,0,Spring,5.175,11,198202_359,GOM,302,1980,17,3
102,198202,360,1280,7,DE,1982,4,0,Spring,4.899,13,198202_360,GOM,302,1980,17,3
102,198202,361,1240,1,DE,1982,4,0,Spring,2.76,9,198202_361,GOM,302,1980,17,3
102,198202,362,1240,2,DE,1982,4,0,Spring,24.84,113,198202_362,GOM,291,1980,20,3
102,198202,363,1240,3,DE,1982,4,0,Spring,20.01,63,198202_363,GOM,291,1980,20,3
102,198202,364,1240,6,DE,1982,4,0,Spring,1.725,5,198202_364,GOM,291,1980,20,3
102,198202,365,1230,1,DE,1982,4,0,Spring,1e-04,1,198202_365,GB,280,1980,17,3
102,198202,370,1230,2,DE,1982,5,0,Spring,1.794,4,198202_370,GB,301,1980,12,3
102,198202,372,1230,3,DE,1982,5,0,Spring,0.276,1,198202_372,GB,322,1980,36,3
102,198202,378,1220,4,DE,1982,5,0,Spring,37.95,155,198202_378,GB,333,1980,32,3
102,198202,379,1290,3,DE,1982,5,0,Spring,1.173,4,198202_379,GOM,333,1980,32,3
102,198202,384,1220,2,DE,1982,5,0,Spring,2.07,7,198202_384,SS,365,1980,20,3
102,198202,385,1300,2,DE,1982,5,0,Spring,0.207,1,198202_385,SS,386,1980,28,3
102,198202,388,1360,3,DE,1982,5,0,Spring,2.553,6,198202_388,GOM,366,1980,10,3
102,198202,389,1360,2,DE,1982,5,0,Spring,0.138,1,198202_389,GOM,366,1980,10,3
102,198202,391,1340,2,DE,1982,5,0,Spring,0.276,1,198202_391,SS,387,1980,15,3
102,198202,396,1340,5,DE,1982,5,0,Spring,1.035,4,198202_396,SS,398,1980,8,3
102,198202,398,1340,3,DE,1982,5,0,Spring,1.518,2,198202_398,SS,388,1980,15,3
102,198202,408,1390,2,DE,1982,5,0,Spring,1.035,4,198202_408,SS,357,1980,8,3
102,198202,409,1390,4,DE,1982,5,0,Spring,2.484,9,198202_409,SS,346,1980,15,3
102,198202,410,1390,1,DE,1982,5,0,Spring,1.587,7,198202_410,GOM,325,1980,14,3
102,198202,411,1380,3,DE,1982,5,0,Spring,7.59,13,198202_411,GOM,325,1980,14,3
102,198202,412,1380,1,DE,1982,5,0,Spring,10.695,15,198202_412,GOM,335,1980,12,3
102,198202,413,1360,4,DE,1982,5,0,Spring,0.69,2,198202_413,GOM,335,1980,12,3
102,198202,415,1380,5,DE,1982,5,0,Spring,2.001,7,198202_415,GOM,324,1980,5,3
102,198202,416,1380,4,DE,1982,5,0,Spring,1.035,3,198202_416,GOM,303,1980,9,3
102,198202,418,1380,2,DE,1982,5,0,Spring,10.281,17,198202_418,GOM,272,1980,15,3
102,198202,419,1400,1,DE,1982,5,0,Spring,2.139,4,198202_419,GOM,272,1980,15,3
102,198202,420,1370,1,DE,1982,5,0,Spring,26.22,70,198202_420,GOM,261,1980,21,3
102,198202,421,1270,2,DE,1982,5,0,Spring,13.455,19,198202_421,GOM,261,1980,21,3
102,198202,422,1280,2,DE,1982,5,0,Spring,8.487,12,198202_422,GOM,271,1980,16,3
102,198202,423,1260,4,DE,1982,5,0,Spring,12.075,23,198202_423,GOM,250,1980,26,3
102,198202,424,1270,3,DE,1982,5,0,Spring,18.975,72,198202_424,GOM,250,1980,26,3
102,198202,425,1270,1,DE,1982,5,0,Spring,17.595,70,198202_425,GOM,240,1980,13,3
102,198202,426,1400,2,DE,1982,5,0,Spring,28.29,124,198202_426,GOM,240,1980,13,3
102,198202,428,1400,3,DE,1982,5,0,Spring,9.384,54,198202_428,GOM,229,1980,10,3
102,198202,429,1260,7,DE,1982,5,0,Spring,20.355,138,198202_429,GOM,229,1980,10,3
102,198202,430,1260,1,DE,1982,5,0,Spring,4.761,25,198202_430,GOM,239,1980,35,3
102,198202,432,1260,2,DE,1982,5,0,Spring,3.45,6,198202_432,GOM,239,1980,35,3
102,198202,433,1260,3,DE,1982,5,0,Spring,1.242,2,198202_433,GOM,239,1980,35,3
102,198202,434,1260,5,DE,1982,5,0,Spring,1.863,1,198202_434,GOM,239,1980,35,3
102,198202,437,1260,8,DE,1982,5,0,Spring,19.32,118,198202_437,GOM,239,1980,35,3
102,198206,262,1230,2,AL,1982,10,0,Fall,0.4,1,198206_262,GB,290,1980,27,3
102,198206,263,1240,4,AL,1982,10,0,Fall,1.6,6,198206_263,GB,301,1980,12,3
102,198206,265,1240,2,AL,1982,10,0,Fall,5.5,8,198206_265,GOM,291,1980,20,3
102,198206,266,1230,4,AL,1982,10,0,Fall,10.2,44,198206_266,GB,301,1980,12,3
102,198206,267,1230,3,AL,1982,10,0,Fall,0.5,1,198206_267,GB,322,1980,36,3
102,198206,299,1210,3,AL,1982,10,0,Fall,6,31,198206_299,GB,354,1980,35,3
102,198206,300,1220,1,AL,1982,10,0,Fall,44.7,104,198206_300,GB,333,1980,32,3
102,198206,301,1290,1,AL,1982,10,0,Fall,3,3,198206_301,GOM,344,1980,11,3
102,198206,302,1220,2,AL,1982,10,0,Fall,5.1,36,198206_302,GOM,354,1980,35,3
102,198206,303,1200,3,AL,1982,10,0,Fall,0.7,3,198206_303,GB,354,1980,35,3
102,198206,304,1200,6,AL,1982,10,0,Fall,0.1,1,198206_304,GB,375,1980,23,3
102,198206,313,1160,8,AL,1982,10,0,Fall,0.2,1,198206_313,GB,396,1980,26,3
102,198206,339,1340,3,AL,1982,10,0,Fall,1e-04,1,198206_339,SS,377,1980,19,3
102,198206,340,1340,6,AL,1982,10,0,Fall,1.3,2,198206_340,SS,377,1980,19,3
102,198206,341,1360,2,AL,1982,10,0,Fall,1e-04,1,198206_341,SS,387,1980,15,3
102,198206,343,1340,2,AL,1982,10,0,Fall,1.1,4,198206_343,SS,387,1980,15,3
102,198206,355,1240,3,AL,1982,10,0,Fall,4.2,17,198206_355,GOM,312,1980,17,3
102,198206,356,1240,1,AL,1982,10,0,Fall,12.3,52,198206_356,GOM,291,1980,20,3
102,198206,357,1240,6,AL,1982,10,0,Fall,5.6,18,198206_357,GOM,291,1980,20,3
102,198206,358,1250,4,AL,1982,10,0,Fall,0.7,5,198206_358,GB,280,1980,17,3
102,198206,364,1240,7,AL,1982,11,0,Fall,12.3,46,198206_364,GOM,291,1980,20,3
102,198206,365,1240,8,AL,1982,11,0,Fall,4.4,17,198206_365,GOM,302,1980,17,3
102,198206,366,1280,5,AL,1982,11,0,Fall,1.8,5,198206_366,GOM,302,1980,17,3
102,198206,367,1280,2,AL,1982,11,0,Fall,2.2,3,198206_367,GOM,323,1980,22,3
102,198206,373,1360,1,AL,1982,11,0,Fall,0.2,1,198206_373,GOM,366,1980,10,3
102,198206,376,1340,4,AL,1982,11,0,Fall,1.7,6,198206_376,GOM,367,1980,10,3
102,198206,384,1390,1,AL,1982,11,0,Fall,0.1,1,198206_384,SS,346,1980,15,3
102,198206,386,1390,2,AL,1982,11,0,Fall,0.6,3,198206_386,SS,325,1980,14,3
102,198206,387,1390,5,AL,1982,11,0,Fall,0.3,3,198206_387,GOM,325,1980,14,3
102,198206,388,1380,5,AL,1982,11,0,Fall,3.5,5,198206_388,GOM,335,1980,12,3
102,198206,389,1380,4,AL,1982,11,0,Fall,6.8,7,198206_389,GOM,335,1980,12,3
102,198206,390,1380,2,AL,1982,11,0,Fall,2.2,4,198206_390,GOM,314,1980,15,3
102,198206,391,1390,4,AL,1982,11,0,Fall,0.9,5,198206_391,GOM,293,1980,11,3
102,198206,392,1400,3,AL,1982,11,0,Fall,0.1,1,198206_392,GOM,272,1980,15,3
102,198206,393,1380,1,AL,1982,11,0,Fall,1.9,9,198206_393,GOM,272,1980,15,3
102,198206,394,1400,2,AL,1982,11,0,Fall,5.6,21,198206_394,GOM,251,1980,5,3
102,198206,395,1270,2,AL,1982,11,0,Fall,5.2,17,198206_395,GOM,240,1980,13,3
102,198206,396,1270,1,AL,1982,11,0,Fall,6.8,35,198206_396,GOM,261,1980,21,3
102,198206,397,1270,3,AL,1982,11,0,Fall,11,55,198206_397,GOM,240,1980,13,3
102,198206,398,1400,1,AL,1982,11,0,Fall,10.1,27,198206_398,GOM,229,1980,10,3
102,198206,401,1260,3,AL,1982,11,0,Fall,3.9,11,198206_401,GOM,239,1980,35,3
